Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Subject Area,Domain,Cluster,Description
English Language Arts,L.2.2,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
a. Capitalize holidays, product names, and geographic names.
b. Use commas in greetings and closings of letters.
c. Use an apostrophe to form contractions and frequently occurring possessives.
d. Generalize learned spelling patterns when writing words (e.g., cage ? badge; boy ? boil).
e. Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."
English Language Arts,L.2.3,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Knowledge of Language,"Standard:
Use knowledge of language and its conventions when writing, speaking, reading, or listening.
a. Compare formal and informal uses of English."
English Language Arts,L.2.4,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Vocabulary Acquisition and Use,"Standard:
Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies.
a. Use sentence-level context as a clue to the meaning of a word or phrase.
b. Determine the meaning of the new word formed when a known prefix is added to a known word (e.g., happy/unhappy, tell/retell).
c. Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., addition, additional).
d. Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark).
e. Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases in all content areas. CA"
English Language Arts,L.2.5,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Vocabulary Acquisition and Use,"Standard:
Demonstrate understanding of word relationships and nuances in word meanings.
a. Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy).
b. Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny)."
English Language Arts,L.2.6,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Language,Vocabulary Acquisition and Use,"Standard:
Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy)."
English Language Arts,RF.2.3,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Foundational Skills,Phonics and Word Recognition,"Standard:
Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA
a. Distinguish long and short vowels when reading regularly spelled one-syllable words.
b. Know spelling-sound correspondences for additional common vowel teams.
c . Decode regularly spelled two-syllable words with long vowels.
d. Decode words with common prefixes and suffixes.
e. Identify words with inconsistent but common spelling-sound correspondences.
f. Recognize and read grade-appropriate irregularly spelled words."
English Language Arts,RF.2.4,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Foundational Skills,Fluency,"Standard:
Read with sufficient accuracy and fluency to support comprehension.
a. Read on-level text with purpose and understanding.
b. Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.
c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
English Language Arts,RI.2.1,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
English Language Arts,RI.2.10,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Range of Reading and Level of Text Complexity,"Standard:
By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2-3 text complexity band proficiently, with scaffolding as needed at the high end of the range."
English Language Arts,RI.2.2,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text."
English Language Arts,RI.2.3,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Key Ideas and Details,"Standard:
Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text."
English Language Arts,RI.2.4,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area. (See grade 2 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RI.2.5,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently."
English Language Arts,RI.2.6,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Craft and Structure,"Standard:
Identify the main purpose of a text, including what the author wants to answer, explain, or describe."
English Language Arts,RI.2.7,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text."
English Language Arts,RI.2.8,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Describe how reasons support specific points the author makes in a text."
English Language Arts,RI.2.9,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Compare and contrast the most important points presented by two texts on the same topic."
English Language Arts,RL.2..2,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral."
English Language Arts,RL.2..3,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Describe how characters in a story respond to major events and challenges."
English Language Arts,RL.2.1,2,2,2,"English Language Arts & Literacy in History/Social Studies, Science, and Technical Subjects (K-5)",Reading: Literature,Key Ideas and Details,"Standard:
Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
