Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Content Area,Overarching Content Standard,Description
Health Education,"9-12.1.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe physical, social, and emotional changes associated with being a young adult."
Health Education,"9-12.1.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the benefits of having positive relationships with trusted adults."
Health Education,9-12.1.1.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Distinguish between facts and myths regarding nutrition practices, products, and physical performance."
Health Education,"9-12.1.1.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Discuss the value of actively managing personal health behaviors (e.g., getting adequate sleep, practicing ergonomics, and performing self-examinations)."
Health Education,"9-12.1.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Discuss ways to reduce the risk of injuries that can occur during athletic and social activities."
Health Education,"9-12.1.10.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Clarify myths regarding the scope of alcohol, tobacco, and other drug use among adolescents."
Health Education,"9-12.1.10.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Recognize that there are individual differences in growth and development, physical appearance, gender roles, and sexual orientation.[5]

Footnote:
[5] EC Section 51930(b)(2)."
Health Education,"9-12.1.10.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Identify warning signs for suicide."
Health Education,9-12.1.10.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Evaluate various approaches to maintaining a healthy weight."
Health Education,"9-12.1.10.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Explain how public health policies and government regulations influence health promotion and disease prevention."
Health Education,"9-12.1.10.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe procedures for emergency care and lifesaving, including CPR, first aid, and control of bleeding."
Health Education,"9-12.1.11.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Evaluate the benefits to mother, father, and child when teenagers wait until adulthood to become parents."
Health Education,9-12.1.11.M,Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Identify loss and grief."
Health Education,9-12.1.11.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify the causes, symptoms, and harmful effects of eating disorders."
Health Education,"9-12.1.11.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Examine ways to prevent and manage asthma."
Health Education,"9-12.1.11.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify ways to stay safe during natural disasters and emergency situations (e.g., land-slides, floods, earthquakes, wildfires, electrical storms, winter storms, and terrorist attacks)."
Health Education,"9-12.1.12.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Evaluate the safety and effectiveness (including success and failure rates) of FDA-approved condoms and other contraceptives in preventing HIV, other STDs, and pregnancy.[6]

Footnote:
[6] EC Sections 51933(b)(10), 51934(b)(3)."
Health Education,"9-12.1.12.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain why people with eating disorders need professional help."
Health Education,"9-12.1.12.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify global environmental issues."
Health Education,"9-12.1.12.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify ways to prevent situations that might harm vision, hearing, or dental health."
Health Education,"9-12.1.13.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the amounts and types of physical activity recommended for teenagers' overall health and for the maintenance of a healthy body weight."
Health Education,"9-12.1.13.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Describe the impact of air and water pollution on health."
Health Education,9-12.1.14.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Analyze the harmful effects of using diet pills and anabolic steroids."
Health Education,"9-12.1.14.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify ways to reduce pollution and harmful health effects (e.g., by using alternative methods of transportation)."
Health Education,"9-12.1.15.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain the physical, academic, mental, and social benefits of physical activity and the relationship between a sedentary lifestyle and chronic disease."
Health Education,"9-12.1.2.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the impact of alcohol, tobacco, and other drug use on brain chemistry, brain function, and behavior."
Health Education,"9-12.1.2.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain how conception occurs, the stages of pregnancy, and the responsibilities of parenting."
Health Education,9-12.1.2.M,Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Analyze the qualities of healthy peer and family relationships."
Health Education,9-12.1.2.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Research and discuss the practical use of current research-based guidelines for a nutritionally balanced diet."
Health Education,9-12.1.2.P,Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Evaluate the importance of regular medical and dental checkups, vaccinations, and examinations."
Health Education,"9-12.1.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Recognize potentially harmful or abusive relationships, including dangerous dating situations."
Health Education,"9-12.1.3.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the connection between alcohol and tobacco use and the risk of oral cancer."
Health Education,"9-12.1.3.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Discuss the characteristics of healthy relationships, dating, committed relationships, and marriage.[1]

Footnote:
[1] EC Sections 51933(b)(7), (b)(11), and 51934(b)(6)."
Health Education,"9-12.1.3.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe healthy ways to express caring, friendship, affection, and love."
Health Education,9-12.1.3.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain the importance of variety and moderation in food selection and consumption."
Health Education,"9-12.1.3.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify symptoms that should prompt individuals to seek health care."
Health Education,"9-12.1.3.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Analyze emergency preparedness plans for the home, the school, and the community."
Health Education,"9-12.1.4.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify the social and legal implications of using and abusing alcohol, tobacco, and other drugs."
Health Education,"9-12.1.4.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Identify why abstinence is the most effective method for the prevention of HIV, other STDs, and pregnancy.[2]

Footnote:
[2] EC Sections 51933(b)(8), 51934(b)(3)."
Health Education,"9-12.1.4.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe qualities that contribute to a positive self-image."
Health Education,9-12.1.4.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe dietary guidelines, food groups, nutrients, and serving sizes for healthy eating habits."
Health Education,"9-12.1.4.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify types of pathogens that cause disease."
Health Education,"9-12.1.4.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Examine ways that injuries are caused while traveling to and from school and in the community."
Health Education,"9-12.1.5.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the use and abuse of prescription and nonprescription medicines and illegal substances."
Health Education,"9-12.1.5.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Summarize fertilization, fetal development, and childbirth."
Health Education,"9-12.1.5.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe how social environments affect health and well-being."
Health Education,9-12.1.5.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the relationship between poor eating habits and chronic diseases such as heart disease, obesity, cancer, diabetes, hypertension, and osteoporosis."
Health Education,"9-12.1.5.P ",Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Investigate the causes and symptoms of communicable and non-communicable diseases."
Health Education,"9-12.1.5.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe rules and laws intended to prevent injuries."
Health Education,"9-12.1.6.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Analyze the consequences for the mother and child of using alcohol, tobacco, and other drugs during pregnancy-including fetal alcohol spectrum disorders and other birth defects."
Health Education,"9-12.1.6.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain responsible prenatal and perinatal care and parenting, including California's Safely Surrendered Baby Law.[3]

Footnote:
[3] EC Section 51933(b)(12)."
Health Education,"9-12.1.6.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the importance of recognizing signs of disordered eating and other common mental health conditions."
Health Education,9-12.1.6.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain how to keep food safe through proper food purchasing, preparation, and storage practices."
Health Education,9-12.1.6.P,Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Describe the dangers of exposure to ultraviolet (UV) light, lead, asbestos, pesticides, and unclean air and water; and discuss strategies for avoiding exposure."
Health Education,"9-12.1.6.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Evaluate the risks and responsibilities associated with teen driving and auto accidents."
Health Education,"9-12.1.7.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Analyze the consequences of binge drinking and its relationship to cancer; to liver, pancreatic, and cardiovascular diseases; and to a variety of gastrointestinal problems, neurological disorders, and reproductive system disorders."
Health Education,"9-12.1.7.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe the short- and long-term effects of HIV, AIDS, and other STDs.[4]

Footnote:
[4] EC Section 51934(b)(1), (b)(4)."
Health Education,"9-12.1.7.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Analyze signs of depression, potential suicide, and other self-destructive behaviors."
Health Education,9-12.1.7.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe nutrition practices that are important for the health of a pregnant woman and her baby."
Health Education,9-12.1.7.P,Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify symptoms that indicate a need for an ear, eye, or dental examination."
Health Education,"9-12.1.7.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Discuss the characteristics of gang members."
Health Education,"9-12.1.8.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Interpret school policies and community laws related to alcohol, tobacco, and illegal drug use, possession, and sale."
Health Education,"9-12.1.8.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Analyze STD rates among teens."
Health Education,"9-12.1.8.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Explain how witnesses and bystanders can help prevent violence by reporting dangerous situations."
Health Education,9-12.1.8.N,Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the prevalence, causes, and long-term consequences of unhealthy eating."
Health Education,9-12.1.8.P,Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Examine common types and symptoms of cancer."
Health Education,"9-12.1.8.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe California laws regarding bullying, sexual violence, and sexual harassment."
Health Education,"9-12.1.9.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the impact of alcohol and other drug use on vehicle crashes, injuries, violence, and risky sexual behavior."
Health Education,"9-12.1.9.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain laws related to sexual behavior and the involvement of minors."
Health Education,9-12.1.9.M,Grades 9-12	,9,12,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Classify personal stressors at home, in school, and with peers."
Health Education,"9-12.1.9.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Analyze the relationship between physical activity and overall health."
Health Education,9-12.1.9.P,Grades 9-12	,9,12,Personal and Community Health,1: Essential Concepts,"Standard:
Identify the importance of medical screenings (including breast, cervical, testicular, and prostate examinations, and other testing) necessary to maintain reproductive health."
Health Education,"9-12.1.9.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain the effects of violence on individuals, families, and communities."
Health Education,"9-12.2.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Evaluate strategies for managing the impact of internal and external influences on alcohol, tobacco, and other drug use."
Health Education,"9-12.2.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Determine personal, family, school, and community factors that can help reduce the risk of engaging in sexual activity."
Health Education,"9-12.2.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Analyze the internal and external issues related to seeking mental health assistance."
Health Education,"9-12.2.1.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Evaluate internal and external influences that affect food choices."
Health Education,"9-12.2.1.P ",Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Discuss influences that affect positive health practices."
Health Education,"9-12.2.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze internal and external influences on personal, family, and community safety."
Health Education,"9-12.2.2.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Analyze the role of individual, family, community, and cultural norms on the use of alcohol, tobacco, and other drugs."
Health Education,9-12.2.2.G,Grades 9-12	,9,12,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Evaluate how growth and development, relationships, and sexual behaviors are affected by internal and external influences."
Health Education,"9-12.2.2.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Assess personal barriers to healthy eating and physical activity."
Health Education,"9-12.2.2.P ",Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Evaluate influences on the selection of personal health care products and services."
Health Education,"9-12.2.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze the influence of alcohol and other drug use on personal, family, and community safety."
Health Education,"9-12.2.3.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Describe financial, political, social, and legal influences on the use of alcohol, tobacco, and other drugs."
Health Education,"9-12.2.3.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Assess the discrepancies between actual and perceived social norms related to sexual activity among teenagers."
Health Education,"9-12.2.3.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Distinguish between facts and myths regarding nutrition practices, products, and physical performance."
Health Education,9-12.2.3.P,Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze how environmental conditions affect personal and community health."
Health Education,"9-12.2.3.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Explain how one's behavior when traveling as a passenger in a vehicle influences the behavior of others."
Health Education,"9-12.2.4.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Assess situations that could lead to pressure for sexual activity and to the risk of HIV, other STDs, and pregnancy.[7]

Footnote:
[7] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,"9-12.2.4.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze the impact of nutritional choices on future reproductive and prenatal health."
Health Education,9-12.2.4.P,Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Discuss ways to stay informed about environmental issues."
Health Education,9-12.2.4.S,Grades 9-12	,9,12,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze why it is risky to belong to a gang."
Health Education,"9-12.2.5.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Evaluate how culture, media, and other people influence perceptions about body image, gender roles, sexuality, attractiveness, relationships, and sexual orientation.[8]

Footnote:
[8] EC Section 51930(b)(2)."
Health Education,"9-12.2.5.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze the impact of various influences, including the environment, on eating habits and attitudes toward weight management."
Health Education,"9-12.2.5.P ",Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze the social influences that encourage or discourage sun-safety practices."
Health Education,9-12.2.6.N,Grades 9-12	,9,12,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze internal and external influences that affect physical activity."
Health Education,9-12.2.6.P,Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Evaluate the benefits of informed health choices."
Health Education,"9-12.2.7.P ",Grades 9-12	,9,12,Personal and Community Health,2: Analyzing Influences,"Standard:
Evaluate the need for rest, sleep, and exercise."
Health Education,"9-12.3.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",3: Accessing Valid Health Information,"Standard:
Access information, products, and services related to the use of alcohol, tobacco, and other drugs."
Health Education,"9-12.3.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Analyze the validity of health information, products, and services related to reproductive and sexual health.[9]

Footnote:
[9] EC Sections 51931(f), 51933(b)(11), 51934(b)."
Health Education,"9-12.3.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Access school and community resources to help with mental, emotional, and social health concerns."
Health Education,9-12.3.1.N,Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Access sources of accurate information about safe and healthy weight management."
Health Education,"9-12.3.1.P ",Grades 9-12	,9,12,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Access valid information about personal health products and services available in the community."
Health Education,9-12.3.1.S,Grades 9-12	,9,12,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Analyze sources of information and services concerning safety and violence prevention."
Health Education,"9-12.3.2.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",3: Accessing Valid Health Information,"Standard:
Evaluate prevention, intervention, and treatment resources and programs concerning alcohol, tobacco, and other drugs."
Health Education,9-12.3.2.G,Grades 9-12	,9,12,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Identify local resources concerning reproductive and sexual health, including all FDA-approved contraceptives, HIV/STD testing, and medical care.[10]

Footnote:
[10] EC Sections 51933(b)(10), 51934(b)(3), (b)(5)."
Health Education,"9-12.3.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Evaluate the benefits of professional services for people with mental, emotional, or social health conditions."
Health Education,"9-12.3.2.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Evaluate the accuracy of claims about food and dietary supplements."
Health Education,"9-12.3.2.P ",Grades 9-12	,9,12,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Access valid information about common diseases."
Health Education,"9-12.3.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Analyze community resources for disaster preparedness."
Health Education,9-12.3.3.G,Grades 9-12	,9,12,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Compare the success and failure rates of FDA-approved condoms and other contraceptives in preventing HIV, other STDs, and pregnancy.[11]

Footnote:
[11] EC Sections 51933(b)(10), 51934(b)(3)."
Health Education,"9-12.3.3.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Describe how to use nutrition information on food labels to compare products."
Health Education,"9-12.3.3.P ",Grades 9-12	,9,12,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Evaluate current research about the health consequences of poor environmental conditions."
Health Education,"9-12.3.4.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Evaluate laws related to sexual involvement with minors."
Health Education,9-12.3.4.N,Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Evaluate the accuracy of claims about the safety of fitness products."
Health Education,"9-12.3.4.P ",Grades 9-12	,9,12,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Identify government and community agencies that promote health and protect the environment."
Health Education,9-12.3.5.N,Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Describe community programs and services that help people gain access to affordable, healthy foods."
Health Education,"9-12.3.5.P ",Grades 9-12	,9,12,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Assess ways to be a responsible consumer of health products and services."
Health Education,9-12.3.6.N,Grades 9-12	,9,12,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Describe internal and external influences that affect physical activity."
Health Education,"9-12.4.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Demonstrate assertive communication skills to resist pressure to use alcohol, tobacco, and other drugs."
Health Education,"9-12.4.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Analyze how interpersonal communication affects relationships."
Health Education,"9-12.4.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Seek help from trusted adults for oneself or a friend with an emotional or social health problem."
Health Education,"9-12.4.1.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Analyze positive strategies to communicate healthy eating and physical activity needs at home, at school, and in the community."
Health Education,"9-12.4.1.P ",Grades 9-12	,9,12,Personal and Community Health,4: Interpersonal Communication,"Standard:
Use effective communication skills to ask for assistance from parents, guardians, and medical or dental health care professionals to enhance health."
Health Education,"9-12.4.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate effective negotiation skills for avoiding dangerous and risky situations."
Health Education,"9-12.4.2.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Use effective refusal and negotiation skills to avoid riding in a car or engaging in other risky behaviors with someone who has been using alcohol or other drugs."
Health Education,9-12.4.2.G,Grades 9-12	,9,12,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Use effective verbal and nonverbal communication skills to prevent sexual involvement, HIV, other STDs, and pregnancy."
Health Education,"9-12.4.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Discuss healthy ways to respond when you or someone you know is grieving."
Health Education,9-12.4.2.N,Grades 9-12	,9,12,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Practice how to refuse less-nutritious foods in social settings."
Health Education,"9-12.4.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Use effective communication skills for preventing and reporting sexual assault and molestation."
Health Education,"9-12.4.3.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Demonstrate effective communication skills within healthy dating relationships."
Health Education,"9-12.5.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Use a decision-making process to evaluate how the use of alcohol, tobacco, and other drugs affects individuals, families, and society."
Health Education,"9-12.5.1.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to evaluate the physical, emotional, and social benefits of abstinence, monogamy, and the avoidance of multiple sexual partners.[12]

Footnote:
[12] EC Section 51934(b)(3), (b)(6)."
Health Education,"9-12.5.1.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Monitor personal stressors and assess techniques for managing them."
Health Education,9-12.5.1.N,Grades 9-12	,9,12,Nutrition and Physical Activity,5: Decision Making,"Standard:
Demonstrate how nutritional needs are affected by age, gender, activity level, pregnancy, and health status."
Health Education,"9-12.5.1.P ",Grades 9-12	,9,12,Personal and Community Health,5: Decision Making,"Standard:
Apply a decision-making process to a personal health issue or problem."
Health Education,"9-12.5.1.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Apply a decision-making process to avoid potentially dangerous situations."
Health Education,"9-12.5.2.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Explain healthy alternatives to alcohol, tobacco, and other drug use."
Health Education,"9-12.5.2.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to examine barriers to making healthy decisions about relationships and sexual health.[13]

Footnote:
[13] EC Section 51933(b)(11)."
Health Education,"9-12.5.2.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Compare various coping mechanisms for managing stress."
Health Education,"9-12.5.2.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,5: Decision Making,"Standard:
Use a decision-making process to plan nutritionally adequate meals at home and away from home."
Health Education,"9-12.5.2.P ",Grades 9-12	,9,12,Personal and Community Health,5: Decision Making,"Standard:
Explain how decisions regarding health behaviors have consequences for oneself and others."
Health Education,"9-12.5.2.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Analyze the laws regarding and detrimental effects of sexual harassment."
Health Education,"9-12.5.3.G ",Grades 9-12	,9,12,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to analyze when it is necessary to seek help with or leave an unhealthy situation.[14]

Footnote:
[14] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,"9-12.5.3.M ",Grades 9-12	,9,12,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Analyze situations when it is important to seek help with stress, loss, an unrealistic body image, and depression."
Health Education,"9-12.5.3.N ",Grades 9-12	,9,12,Nutrition and Physical Activity,5: Decision Making,"Standard:
Demonstrate how to use safe food handling procedures when preparing meals and snacks."
Health Education,"9-12.5.3.P ",Grades 9-12	,9,12,Personal and Community Health,5: Decision Making,"Standard:
Apply a decision-making process to a community or environmental health issue."
Health Education,"9-12.5.3.S ",Grades 9-12	,9,12,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Analyze the consequences of gang involvement for self, family, and the community."
